wave_type,mean,max,min,sign,disorder,danger_level,recommended_measure
Theta,37.54459661866696,48.90686565538792,27.22511449656949,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,49.44514182124399,61.62606160361255,47.61633942305743,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,7.632280497678245,8.050741139108823,-8.75773800789155,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,25.85500562796412,42.74680007098773,13.495077556305919,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-30.880253000632262,-18.923346686423304,-43.10312175733989,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-24.231299441821406,-20.634782137067415,-37.19268689123445,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,35.351239088466016,53.102899689956885,31.365480313084316,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-3.154441456587506,16.14597966849634,-6.25843351624022,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,22.572347323366188,28.835364228156223,3.6307733386943184,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,45.991498449462085,57.63426930528724,35.19116711276098,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-29.243828430385754,-17.037351481006944,-46.74311350415185,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,22.199748294131112,22.8632093079596,12.359965147509344,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-14.147826443447201,5.298971840197492,-26.471923172863725,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,-41.83446199667612,-38.193401918609716,-54.91354953070524,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,18.741763265315498,35.68388596814431,8.541720298403074,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,3.5834537046492514,12.330602383728529,-6.930191038349042,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Alpha,22.76467854097362,32.59295821273547,6.055728001336348,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,46.71098258601903,59.487626282534734,32.36025341892316,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,13.404979036160945,22.594092427883133,7.5900650811533,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,13.342998094407953,32.86436388060455,4.004251532732701,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,24.820699204539153,25.050332567829702,23.134670481149563,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-37.10261178510966,-21.997333676568417,-41.168858372207985,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,22.46793720959394,34.80658437429867,17.254562950542777,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-29.348663152134236,-13.73319056752771,-40.13945159401865,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,29.494498470100226,47.55725077745629,9.563775991955318,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-36.44136638693308,-28.30314591329838,-39.93372220733904,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,4.7645860431852896,20.986556324216757,-14.8057569848283,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,33.16512530239687,37.329457152962,30.89765885352,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,37.73580533843625,48.357953694177795,32.4276159362643,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,-39.22813152193447,-20.916039486179336,-53.49522489426636,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,31.153529665111492,33.42732118853209,24.99687123218703,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-31.037695843272328,-21.795339306402326,-45.024970080271004,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,-31.742407000315886,-24.145581171174626,-44.0278783844558,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-46.513466338643525,-31.131976930758753,-63.161672437979966,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,14.061671294866713,28.57076805645456,5.36826615639071,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,35.950309474423975,41.83959442765621,31.32536904233666,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,35.70792991702231,36.969037255451134,18.602621395197453,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-23.852399535457547,-12.076014101447296,-37.43781230074035,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,-20.093740400646976,-12.518317113414984,-28.610163584600052,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,12.752462691809242,22.509123147739526,3.933896498944053,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,26.799570973566276,46.29346789494258,16.93138942248177,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-30.679393044420266,-16.95361394444917,-33.20231246661708,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,13.716226628759031,14.28254018511579,-4.262973668022347,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,26.193951789525983,28.749566888471122,24.460107196909455,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,35.41693555974096,55.19391297571346,32.28564602484162,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-11.40020291834336,-4.955863401119334,-12.619902976238638,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,19.564145919199262,35.221591832044965,19.287368427709094,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,41.60286886163941,49.56141767602935,38.21041450303197,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-30.030912437588576,-27.085474118035695,-47.12071539595584,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,-49.30183235120042,-39.798630512210266,-51.61792962982232,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,9.683185512139772,13.465980461384522,6.613357220221381,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,-39.138488642994794,-29.930214633472325,-41.038178554645604,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,-8.330177263955427,8.633497686028658,-8.773976077736418,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,33.21063277367311,45.21910554557452,13.914235879183426,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-45.5469068969263,-43.35325077612295,-49.39469486446566,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,29.17129427384903,44.47820514021463,20.927673019698943,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,17.99917000071507,25.61145575670441,5.633869288721424,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,40.55478469578402,53.94772468228693,30.414835546117565,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,41.77200216580965,59.139881119190925,24.590139514036323,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,39.07770368194937,58.623290412246746,36.35781211925299,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-21.077343251253556,-8.763501069757424,-26.775513804599676,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-32.86352446484126,-14.54394567187262,-47.752805092194656,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,27.326726350798452,41.221053296516,18.026482344732862,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,1.8771977877670736,5.069101294495158,-0.21448756618532583,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Alpha,1.6571606494777171,5.071607119536926,-15.205456185451325,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,-7.404755124480488,-0.8948863920464314,-22.476653134475697,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,8.48352783154455,10.843539066358131,3.8065255486815666,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
